Description,Barangay,City,Province,Price_PHP,Bedrooms,Bath,Floor_area_sqm,Land_area_sqm
"2-Bedroom Unit (4008) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,26116000,2,1,89,
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,25296000,3,,250,92
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,40322000,3,,323,90
"Studio Deluxe (24E) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12415000,1,1,45,
"1-Bedroom Condo Unit (30A) for Sale in One Sierra, EDSA, Mandaluyong City Metro Manil...",Highway Hills,Mandaluyong,Metro Manila,12094554,1,1,54,
"2-Bedroom Unit (3208) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,25901000,2,1,89,
"1-Bedroom Unit (14G) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,26577000,1,1,74,
"Studio Condo Unit (23G) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7722220,1,1,31,
"Studio Condo Unit (26D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7744557,1,1,31,
"Studio Condo Unit (11G) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7961545,1,1,31,
"Studio Condo Unit (30B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7432712,1,1,32,
"Studio (4109) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,9206000,1,,32,
"1-Bedroom Unit (2611) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15902000,1,,58,
Cityland One Premier - Studio Unit (23 sqm) for Sale in Las Pinas City,Almanza Uno,Las Pinas,Metro Manila,2687891,1,1,23,
"1-Bedroom Unit (37M) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,22863000,1,1,70,
"1-Bedroom Unit (N48E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11334400,1,1,44,
"1-Bedroom Unit (S41D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11088000,1,1,47,
"Office Unit for Sale (60 sq.m.) in Parkway Corporate Center, Alabang (for as low as P...",Alabang,Muntinlupa,Metro Manila,,,,60,
"Residential Unit (108-02) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
"2-Bedroom Condo (Unit I) for Sale in Suntrust Shanata, Novaliches Quezon City",Novaliches,Quezon City,Metro Manila,6363100,2,1,35,
"Studio (4112) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,9499000,1,,35,
"1-Bedroom Condo Unit (30J) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,11526579,1,1,54,
"2-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Criselle, NRF...",Longos,Malolos,Bulacan,3243000,2,,40,63
"5-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Ella,...",Sapang Palay,San Jose del Monte,Bulacan,6975000,5,,100,121
"2-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Ariel...",Sapang Palay,San Jose del Monte,Bulacan,2313000,2,,36,42
"The Glaston Tower - Office Unit, Prime Unit (31D) for Sale in Ortigas East Pasig",Ugong,Pasig,Metro Manila,23745000,,,88,
"Offices at The Galleon - Prime Unit (23F) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,37666000,,,108,
"Offices at The Galleon - Glass Unit (27E) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,32342000,,,93,
"Suntrust Amadea Tower 1, 2-Bedroom Unit for Sale in Quezon City",Paligsahan,Quezon City,Metro Manila,5310000,2,1,36,
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 1",San Antonio,Davao,Davao Del Sur,7320000,1,2,50,
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 3",San Antonio,Davao,Davao Del Sur,7320000,1,2,50,
"Studio Condo Unit (30D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7776467,1,1,31,
"1-Bedroom Unit (S17D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,10752000,1,1,46,
"3-Bedroom Unit (N07E) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,24586800,3,2,102,
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...",Bagumbayan,Quezon City,Metro Manila,14278110,2,2,67,
"1-Bedroom Unit (N51C1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,14474200,1,1,59,
"Offices at The Galleon - Prime Unit (21G) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,27934000,,,82,
"Studio Condo Unit (18B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7288260,1,1,32,
"Offices at The Galleon - Prime Unit (12M) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31312000,,,93,
"Residential Unit (109-02) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
"2-Bedroom Unit (49B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,35907000,2,2,106,
"1-Bedroom Unit (N30E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11166400,1,1,52,
"1-Bedroom Unit (N20E1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12196800,1,1,57,
"1-Bedroom Unit (N40E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12770800,1,1,52,
"1-Bedroom Unit (N60C1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,14587200,1,1,59,
Studio with Balcony (27 sqm) in Moldex Residences Silang Cavite near Tagaytay,Biluso,Silang,Cavite,,1,1,27,
"1-Bedroom Condo Unit (24A) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,12540432,1,1,57,
"1-Bedroom Unit (S33D2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11334400,1,1,52,
"5,300 sqm Industrial Lot for Sale in Laguindingan Technopark, Misamis Oriental",Moog,Laguindingan,Misamis Oriental,29150000,,,,5300
"1-Bedroom Unit (N64D2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,13108800,1,1,52,
"5% Launch Promo | 1BR Unit for Sale at Woodsville Crest, Merville Paranaque",Merville,Paranaque,Metro Manila,7500000,1,1,37,
"1-Bedroom Unit (N29E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11166400,1,1,52,
"1-Bedroom Unit (S59C2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,13096600,1,1,52,
"1-Bedroom Unit (N33E1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12488000,1,1,58,
"1-Bedroom Unit (S40D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11054400,1,1,47,
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 3",San Antonio,Davao,Davao Del Sur,7320000,1,2,50,
"Studio Condo Unit (18F) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,8028051,1,1,33,
"Studio Condo Unit (30D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7776467,1,1,31,
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...",Bagumbayan,Quezon City,Metro Manila,14278110,2,2,67,
"1-Bedroom Unit (N51C1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,14474200,1,1,59,
"Offices at The Galleon - Prime Unit (21G) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,27934000,,,82,
"3-Bedroom Unit (N07E) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,24586800,3,2,102,
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 1",San Antonio,Davao,Davao Del Sur,7320000,1,2,50,
"2-Bedroom Condo (Unit B) for Sale in Suntrust Shanata, Novaliches Quezon City",Novaliches,Quezon City,Metro Manila,6363100,2,1,35,
"2-Bedroom Condo Unit (26H) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,16242999,2,2,84,
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,39675000,3,,323,90
"2-Bedroom Condo Unit (28C) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...",Highway Hills,Mandaluyong,Metro Manila,16940448,2,2,84,
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,39027000,3,,323,106
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,39027000,3,,323,105
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,39675000,3,,323,90
"5,300 sqm Industrial Lot for Sale in Laguindingan Technopark, Misamis Oriental",Moog,Laguindingan,Misamis Oriental,29150000,,,,5300
"1-Bedroom Unit (S33D2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11334400,1,1,52,
"1-Bedroom Unit (N30E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11166400,1,1,52,
"1-Bedroom Unit (N20E1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12196800,1,1,57,
"1-Bedroom Condo Unit (24A) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,12540432,1,1,57,
"2-Bedroom Unit (49B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,35907000,2,2,106,
"The Glaston Tower - Office Unit, Prime Unit (31N) for Sale in Ortigas East, Pasig Cit...",Ugong,Pasig,Metro Manila,28344000,,,101,
"The Glaston Tower - Office Unit, Prime Unit (12J) for Sale in Ortigas East Pasig",Ugong,Pasig,Metro Manila,26561000,,,100,
"1-Bedroom Unit for Sale in 88 Gibraltar Tower 2, Gibraltar, Baguio",Gibraltar,Baguio,Benguet,6577000,1,1,43,
"The Glaston Tower - Office Unit, Prime Unit (18L) for Sale in Ortigas East Pasig",Ugong,Pasig,Metro Manila,27007000,,,100,
"Offices at The Galleon - Glass Unit (22E) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31032000,,,90,
"The Glaston Tower - Office Unit, Prime Unit (18N) for Sale in Ortigas East, Pasig Cit...",Ugong,Pasig,Metro Manila,27122000,,,101,
"Offices at The Galleon - Prime Unit (12M) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31312000,,,93,
"Offices at The Galleon - Prime Unit (14J) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31357000,,,93,
"3-Bedroom Unit (S06D) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,22111600,3,2,98,
"Offices at The Galleon - Prime Unit (24L) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,26208000,,,75,
"Studio Condo Unit (18B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7288260,1,1,32,
"2-Bedroom Unit (36O) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,34599000,2,2,106,
"Residential Unit (109-02) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
"Offices at The Galleon - Glass Unit (26E) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,31337000,,,90,
"1-Bedroom Unit (N40E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12770800,1,1,52,
"1-Bedroom Unit (N60C1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,14587200,1,1,59,
Studio with Balcony (27 sqm) in Moldex Residences Silang Cavite near Tagaytay,Biluso,Silang,Cavite,,1,1,27,
"Studio (4002) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8999000,1,,35,
"3-Bedroom Condo (Unit L) for Sale in Suntrust Shanata, Novaliches Quezon City",Novaliches,Quezon City,Metro Manila,7802700,3,2,54,
"2-Bedroom Condo Unit (28C) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...",Highway Hills,Mandaluyong,Metro Manila,16940448,2,2,84,
"2-Bedroom Condo Unit (27C) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...",Highway Hills,Mandaluyong,Metro Manila,16940448,2,2,84,
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,39675000,3,,323,92
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,40322000,3,,323,91
"1-Bedroom Unit (S17D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,10752000,1,1,46,
"Offices at The Galleon - Prime Unit (23F) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,37666000,,,108,
"Offices at The Galleon - Glass Unit (27E) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,32342000,,,93,
"2-Bedroom Unit (31H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,42157000,2,2,114,
"1-Bedroom Unit (S56C2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,13096600,1,1,52,
"Suntrust Amadea Tower 1, 2-Bedroom Unit for Sale in Quezon City",Paligsahan,Quezon City,Metro Manila,5310000,2,1,36,
"3-Bedroom House and Lot for Sale at Lancaster New City in General Trias, Cavite -MARG...",Pasong Camachile I,General Trias,Cavite,5690000,3,,72,100
Suntrust Kirana - 2BR Unit (37.9 sqm) for Sale in Pasig City,Pinagbuhatan,Pasig,Metro Manila,5008864,2,1,37,
"2-Bedroom Unit (2912) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,25471000,2,,89,
"1-Bedroom Unit (42J) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,27332000,1,1,70,
"1-Bedroom Unit (28J) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,27144000,1,1,70,
"2-Bedroom Unit (3908) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,26116000,2,,89,
"Studio Condo Unit (19B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7580447,1,1,32,
"The Glaston Tower - Office Unit, Glass Suite (20A) for Sale in Ortigas East, Pasig Ci...",Ugong,Pasig,Metro Manila,37798000,,,141,
"1-Bedroom Unit (S15D2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11267200,1,1,52,
"1-Bedroom Unit (25F) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,26774000,1,1,74,
"2-Bedroom Unit (42E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,45954000,2,2,114,
"Non-PEZA Industrial Lot (1 hectare) for Sale in Cavite Technopark, Naic, Cavite",Sabang,Naic,Cavite,80000000,,,,10000
"Studio Condo Unit (6D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,8018983,1,1,31,
"1-Bedroom Unit (39C) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,27462000,1,1,70,
"3-Bedroom Townhouse for Sale at Lancaster New City in Imus, Cavite -ANICA Model",Alapan II-A,Imus,Cavite,2389000,3,,50,50
"1-Bedroom Unit (23I) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,26708000,1,1,70,
"2-Bedroom Unit (4108) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,29298000,2,,89,
"Pre-Selling 1-Bedroom  (40.00 sqm) in Galleria Residences 3, Cebu City",North Reclamation Area,Cebu,Cebu,6709750,1,,40,
"3-Bedroom Unit (56B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,52075000,3,3,147,
"Studio (3412) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8323000,1,,35,
"Offices at The Galleon - Prime Suite (27H) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,41239000,,,115,
"Offices at The Galleon - Prime Unit (27G) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,28932000,,,84,
"3-Bedroom Unit (56B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,52075000,3,3,147,
"2-Bedroom Unit (51B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,35996000,2,2,106,
"5% Launch Promo | 1BR Unit for Sale at Woodsville Crest, Merville Paranaque",Merville,Paranaque,Metro Manila,7500000,1,1,37,
"1-Bedroom Unit (N64D2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,13108800,1,1,52,
"1-Bedroom Unit (N33E1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12488000,1,1,58,
"1-Bedroom Unit (S59C2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,13096600,1,1,52,
"1-Bedroom Unit (N29E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11166400,1,1,52,
"1-Bedroom Unit (S40D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11054400,1,1,47,
"2-Bedroom Unit (23B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,31971000,2,2,104,
"2-Bedroom Unit (48B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,36157000,2,2,106,
"2-Bedroom Unit (30B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,32474000,2,2,104,
"Studio (2319) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8414000,1,,34,
"Studio (2519) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8414000,1,,34,
"1-Bedroom Unit (49J) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,27646000,1,1,70,
"2-Bedroom Unit (34B) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,33272000,2,2,106,
"4BR House and Lot (Savannah Model) for Sale in San Francisco Heights, Calamba, Laguna",Palo-Alto,Calamba,Laguna,5770000,4,,80,110
"2-Bedroom Unit for Sale at Woodsville Crest, Merville Paranaque | 5% Launch Promo!",Merville,Paranaque,Metro Manila,11700000,2,1,58,
"Studio (3502) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8957000,1,,35,
"Studio (3712) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,8365000,1,,35,
"1-Bedroom Unit (S54C2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,13096600,1,1,52,
"1-Bedroom Unit (N61C2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,12995800,1,1,52,
"2-Bedroom Unit (S54G) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17641900,2,2,74,
"1-Bedroom Unit (N64D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,14632000,1,1,59,
"Suntrust Amadea Tower 2, 2-Bedroom Unit for Sale in Quezon City",Paligsahan,Quezon City,Metro Manila,5479920,2,1,36,
"Offices at The Galleon - Prime Unit (24G) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,28056000,,,82,
"Pre-Selling 1BR Executive in The Sapphire Bloc South, Ortigas CBD Pasig, 11.3M",Ortigas CBD,Pasig,Metro Manila,11300000,1,1,,
"2-Bedroom Unit (11E) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,41924000,2,2,114,
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...",Bagumbayan,Quezon City,Metro Manila,14278110,2,2,67,
